Source airport,Origin,Destination airport,Destination,lat_st,lng_st,lat_end,lng_end,distance
FCO,ROME,BRU,BRUSSELS,41.896,12.4833,50.8333,4.3333,1172.5716529501137
FCO,ROME,BUD,BUDAPEST,41.896,12.4833,47.5,19.0833,812.0522395792126
FCO,ROME,CDG,PARIS,41.896,12.4833,48.8667,2.3333,1106.8939631081116
FCO,ROME,CPH,COPENHAGEN,41.896,12.4833,55.6786,12.5635,1532.5661911207985
FCO,ROME,KBP,KIEV,41.896,12.4833,50.4334,30.5166,1675.2392695646759
FCO,ROME,LCY,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
FCO,ROME,LHR,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
FCO,ROME,LUX,LUXEMBOURG,41.896,12.4833,49.6117,6.13,988.6294692003379
FCO,ROME,MAD,MADRID,41.896,12.4833,40.4,-3.6834,1361.775863128332
FCO,ROME,OTP,BUCHAREST,41.896,12.4833,44.4334,26.0999,1138.339333551863
FCO,ROME,PRG,PRAGUE,41.896,12.4833,50.0833,14.466,923.0908171053476
FCO,ROME,RIX,RIGA,41.896,12.4833,56.95,24.1,1867.0449072644972
FCO,ROME,SKP,SKOPJE,41.896,12.4833,42.0,21.4335,739.9476494227208
FCO,ROME,SOF,SOFIA,41.896,12.4833,42.6833,23.3167,894.7865328544613
FCO,ROME,SVO,MOSCOW,41.896,12.4833,55.7522,37.6155,2376.314387865792
FCO,ROME,TGD,PODGORICA,41.896,12.4833,42.466,19.2663,562.3368897860156
FCO,ROME,TIA,TIRANA,41.896,12.4833,41.3275,19.8189,612.9302403909904
FCO,ROME,VIE,VIENNA,41.896,12.4833,48.2,16.3666,764.2244913080981
FCO,ROME,WAW,WARSAW,41.896,12.4833,52.25,21.0,1317.5884253227289
HEL,HELSINKI,AMS,AMSTERDAM,60.1756,24.9341,52.35,4.9166,1502.1047867031264
KBP,KIEV,FCO,ROME,50.4334,30.5166,41.896,12.4833,1675.2392695646759
LCY,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LHR,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LUX,LUXEMBOURG,FCO,ROME,49.6117,6.13,41.896,12.4833,988.6294692003379
MAD,MADRID,FCO,ROME,40.4,-3.6834,41.896,12.4833,1361.775863128332
OSL,OSLO,CDG,PARIS,59.9167,10.75,48.8667,2.3333,1341.6320292993676
OTP,BUCHAREST,FCO,ROME,44.4334,26.0999,41.896,12.4833,1138.339333551863
PRG,PRAGUE,CDG,PARIS,50.0833,14.466,48.8667,2.3333,885.971442638563
PRG,PRAGUE,FCO,ROME,50.0833,14.466,41.896,12.4833,923.0908171053476
RIX,RIGA,FCO,ROME,56.95,24.1,41.896,12.4833,1867.0449072644972
SKP,SKOPJE,FCO,ROME,42.0,21.4335,41.896,12.4833,739.9476494227208
SOF,SOFIA,FCO,ROME,42.6833,23.3167,41.896,12.4833,894.7865328544613
SVO,MOSCOW,FCO,ROME,55.7522,37.6155,41.896,12.4833,2376.314387865792
TGD,PODGORICA,FCO,ROME,42.466,19.2663,41.896,12.4833,562.3368897860156
TIA,TIRANA,FCO,ROME,41.3275,19.8189,41.896,12.4833,612.9302403909904
TRF,OSLO,AMS,AMSTERDAM,59.9167,10.75,52.35,4.9166,914.8994254225597
TXL,BERLIN,AMS,AMSTERDAM,52.5218,13.4015,52.35,4.9166,575.1755171734994
TXL,BERLIN,CDG,PARIS,52.5218,13.4015,48.8667,2.3333,877.9082631623088
VIE,VIENNA,FCO,ROME,48.2,16.3666,41.896,12.4833,764.2244913080981
WAW,WARSAW,FCO,ROME,52.25,21.0,41.896,12.4833,1317.5884253227289
AMS,AMSTERDAM,MSQ,MINSK,52.35,4.9166,53.9,27.5666,1514.5404423670927
ARN,STOCKHOLM,MSQ,MINSK,59.3508,18.0973,53.9,27.5666,836.8598676164651
BUD,BUDAPEST,MSQ,MINSK,47.5,19.0833,53.9,27.5666,927.8930860006037
CDG,PARIS,MSQ,MINSK,48.8667,2.3333,53.9,27.5666,1827.0528876449732
DME,MOSCOW,MSQ,MINSK,55.7522,37.6155,53.9,27.5666,675.1149222094627
FCO,ROME,MSQ,MINSK,41.896,12.4833,53.9,27.5666,1737.9303271283948
HEL,HELSINKI,MSQ,MINSK,60.1756,24.9341,53.9,27.5666,715.6126025125295
KBP,KIEV,MSQ,MINSK,50.4334,30.5166,53.9,27.5666,434.72714620563545
LGW,LONDON,MSQ,MINSK,51.5072,-0.1275,53.9,27.5666,1872.5426803403923
MSQ,MINSK,AMS,AMSTERDAM,53.9,27.5666,52.35,4.9166,1514.5404423670927
MSQ,MINSK,ARN,STOCKHOLM,53.9,27.5666,59.3508,18.0973,836.8598676164651
MSQ,MINSK,BUD,BUDAPEST,53.9,27.5666,47.5,19.0833,927.8930860006037
MSQ,MINSK,CDG,PARIS,53.9,27.5666,48.8667,2.3333,1827.0528876449732
MSQ,MINSK,DME,MOSCOW,53.9,27.5666,55.7522,37.6155,675.1149222094627
MSQ,MINSK,FCO,ROME,53.9,27.5666,41.896,12.4833,1737.9303271283948
MSQ,MINSK,HEL,HELSINKI,53.9,27.5666,60.1756,24.9341,715.6126025125295
MSQ,MINSK,KBP,KIEV,53.9,27.5666,50.4334,30.5166,434.72714620563545
MSQ,MINSK,LGW,LONDON,53.9,27.5666,51.5072,-0.1275,1872.5426803403923
MSQ,MINSK,PRG,PRAGUE,53.9,27.5666,50.0833,14.466,990.3593400254002
MSQ,MINSK,RIX,RIGA,53.9,27.5666,56.95,24.1,403.4561073772255
MSQ,MINSK,SXF,BERLIN,53.9,27.5666,52.5218,13.4015,953.9759833550538
MSQ,MINSK,VIE,VIENNA,53.9,27.5666,48.2,16.3666,1005.306784064227
MSQ,MINSK,VNO,VILNIUS,53.9,27.5666,54.6834,25.3166,170.0215846186604
MSQ,MINSK,WAW,WARSAW,53.9,27.5666,52.25,21.0,475.258233978094
PRG,PRAGUE,MSQ,MINSK,50.0833,14.466,53.9,27.5666,990.3593400254002
RIX,RIGA,MSQ,MINSK,56.95,24.1,53.9,27.5666,403.4561073772255
SXF,BERLIN,MSQ,MINSK,52.5218,13.4015,53.9,27.5666,953.9759833550538
VIE,VIENNA,MSQ,MINSK,48.2,16.3666,53.9,27.5666,1005.306784064227
VNO,VILNIUS,MSQ,MINSK,54.6834,25.3166,53.9,27.5666,170.0215846186604
WAW,WARSAW,MSQ,MINSK,52.25,21.0,53.9,27.5666,475.258233978094
AMS,AMSTERDAM,LCY,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
AMS,AMSTERDAM,LGW,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
AMS,AMSTERDAM,LHR,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
ARN,STOCKHOLM,LCY,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
ARN,STOCKHOLM,LHR,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
ATH,ATHENS,LHR,LONDON,37.9833,23.7333,51.5072,-0.1275,2391.9896924404575
BRU,BRUSSELS,LHR,LONDON,50.8333,4.3333,51.5072,-0.1275,319.85148316790287
BUD,BUDAPEST,LHR,LONDON,47.5,19.0833,51.5072,-0.1275,1452.0479603813956
CDG,PARIS,LHR,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
CPH,COPENHAGEN,LHR,LONDON,55.6786,12.5635,51.5072,-0.1275,955.3922362927304
DME,MOSCOW,LHR,LONDON,55.7522,37.6155,51.5072,-0.1275,2500.4499605294227
DUB,DUBLIN,LHR,LONDON,53.3331,-6.2489,51.5072,-0.1275,461.9006521559032
FCO,ROME,LGW,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
FCO,ROME,LHR,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
HEL,HELSINKI,LHR,LONDON,60.1756,24.9341,51.5072,-0.1275,1820.898119067683
HEL,HELSINKI,VNO,VILNIUS,60.1756,24.9341,54.6834,25.3166,611.131099363935
HEL,HELSINKI,WAW,WARSAW,60.1756,24.9341,52.25,21.0,913.8398199775797
KBP,KIEV,LHR,LONDON,50.4334,30.5166,51.5072,-0.1275,2133.355719801635
LCY,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LCY,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
LCY,LONDON,MAD,MADRID,51.5072,-0.1275,40.4,-3.6834,1264.887943144433
LGW,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LGW,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LGW,LONDON,TIA,TIRANA,51.5072,-0.1275,41.3275,19.8189,1892.1626817641934
LHR,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LHR,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
LHR,LONDON,ATH,ATHENS,51.5072,-0.1275,37.9833,23.7333,2391.9896924404575
LHR,LONDON,BRU,BRUSSELS,51.5072,-0.1275,50.8333,4.3333,319.85148316790287
LHR,LONDON,BUD,BUDAPEST,51.5072,-0.1275,47.5,19.0833,1452.0479603813956
LHR,LONDON,CDG,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LHR,LONDON,CPH,COPENHAGEN,51.5072,-0.1275,55.6786,12.5635,955.3922362927304
LHR,LONDON,DME,MOSCOW,51.5072,-0.1275,55.7522,37.6155,2500.4499605294227
LHR,LONDON,DUB,DUBLIN,51.5072,-0.1275,53.3331,-6.2489,461.9006521559032
LHR,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LHR,LONDON,HEL,HELSINKI,51.5072,-0.1275,60.1756,24.9341,1820.898119067683
LHR,LONDON,KBP,KIEV,51.5072,-0.1275,50.4334,30.5166,2133.355719801635
LHR,LONDON,LUX,LUXEMBOURG,51.5072,-0.1275,49.6117,6.13,489.48899967274156
LHR,LONDON,MAD,MADRID,51.5072,-0.1275,40.4,-3.6834,1264.887943144433
LHR,LONDON,ORY,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LHR,LONDON,OSL,OSLO,51.5072,-0.1275,59.9167,10.75,1153.9172411758855
LHR,LONDON,OTP,BUCHAREST,51.5072,-0.1275,44.4334,26.0999,2090.8173844177772
LHR,LONDON,PRG,PRAGUE,51.5072,-0.1275,50.0833,14.466,1036.0684328484274
LHR,LONDON,SOF,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LHR,LONDON,TXL,BERLIN,51.5072,-0.1275,52.5218,13.4015,931.3225988128867
LHR,LONDON,VIE,VIENNA,51.5072,-0.1275,48.2,16.3666,1235.2570570066837
LHR,LONDON,WAW,WARSAW,51.5072,-0.1275,52.25,21.0,1447.4673224092546
LHR,LONDON,ZAG,ZAGREB,51.5072,-0.1275,45.8,16.0,1339.8834501717652
LUX,LUXEMBOURG,LHR,LONDON,49.6117,6.13,51.5072,-0.1275,489.48899967274156
MAD,MADRID,LCY,LONDON,40.4,-3.6834,51.5072,-0.1275,1264.887943144433
MAD,MADRID,LHR,LONDON,40.4,-3.6834,51.5072,-0.1275,1264.887943144433
ORY,PARIS,LHR,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
OSL,OSLO,LHR,LONDON,59.9167,10.75,51.5072,-0.1275,1153.9172411758855
OTP,BUCHAREST,LHR,LONDON,44.4334,26.0999,51.5072,-0.1275,2090.8173844177772
PRG,PRAGUE,LHR,LONDON,50.0833,14.466,51.5072,-0.1275,1036.0684328484274
SOF,SOFIA,LHR,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TFS,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TIA,TIRANA,LGW,LONDON,41.3275,19.8189,51.5072,-0.1275,1892.1626817641934
TXL,BERLIN,LHR,LONDON,52.5218,13.4015,51.5072,-0.1275,931.3225988128867
VIE,VIENNA,LHR,LONDON,48.2,16.3666,51.5072,-0.1275,1235.2570570066837
VNO,VILNIUS,HEL,HELSINKI,54.6834,25.3166,60.1756,24.9341,611.131099363935
WAW,WARSAW,HEL,HELSINKI,52.25,21.0,60.1756,24.9341,913.8398199775797
WAW,WARSAW,LHR,LONDON,52.25,21.0,51.5072,-0.1275,1447.4673224092546
ZAG,ZAGREB,LHR,LONDON,45.8,16.0,51.5072,-0.1275,1339.8834501717652
AMS,AMSTERDAM,RIX,RIGA,52.35,4.9166,56.95,24.1,1330.2580551434344
ARN,STOCKHOLM,RIX,RIGA,59.3508,18.0973,56.95,24.1,441.6813037537028
ATH,ATHENS,RIX,RIGA,37.9833,23.7333,56.95,24.1,2109.173379195073
BRU,BRUSSELS,RIX,RIGA,50.8333,4.3333,56.95,24.1,1455.6575668696682
BRU,BRUSSELS,VNO,VILNIUS,50.8333,4.3333,54.6834,25.3166,1469.1178761542635
BUD,BUDAPEST,RIX,RIGA,47.5,19.0833,56.95,24.1,1104.215124038613
CDG,PARIS,RIX,RIGA,48.8667,2.3333,56.95,24.1,1703.000860613661
CPH,COPENHAGEN,RIX,RIGA,55.6786,12.5635,56.95,24.1,724.469834205094
DME,MOSCOW,RIX,RIGA,55.7522,37.6155,56.95,24.1,841.8802693696861
FCO,ROME,RIX,RIGA,41.896,12.4833,56.95,24.1,1867.0449072644972
HEL,HELSINKI,RIX,RIGA,60.1756,24.9341,56.95,24.1,361.9099885844809
KBP,KIEV,RIX,RIGA,50.4334,30.5166,56.95,24.1,837.9560754496297
LGW,LONDON,RIX,RIGA,51.5072,-0.1275,56.95,24.1,1676.0738052800389
MSQ,MINSK,RIX,RIGA,53.9,27.5666,56.95,24.1,403.4561073772255
OSL,OSLO,RIX,RIGA,59.9167,10.75,56.95,24.1,842.3252733484843
PRG,PRAGUE,RIX,RIGA,50.0833,14.466,56.95,24.1,992.4412379344913
RIX,RIGA,AMS,AMSTERDAM,56.95,24.1,52.35,4.9166,1330.2580551434344
RIX,RIGA,ARN,STOCKHOLM,56.95,24.1,59.3508,18.0973,441.6813037537028
RIX,RIGA,ATH,ATHENS,56.95,24.1,37.9833,23.7333,2109.173379195073
RIX,RIGA,BRU,BRUSSELS,56.95,24.1,50.8333,4.3333,1455.6575668696682
RIX,RIGA,BUD,BUDAPEST,56.95,24.1,47.5,19.0833,1104.215124038613
RIX,RIGA,CDG,PARIS,56.95,24.1,48.8667,2.3333,1703.000860613661
RIX,RIGA,CPH,COPENHAGEN,56.95,24.1,55.6786,12.5635,724.469834205094
RIX,RIGA,DME,MOSCOW,56.95,24.1,55.7522,37.6155,841.8802693696861
RIX,RIGA,FCO,ROME,56.95,24.1,41.896,12.4833,1867.0449072644972
RIX,RIGA,HEL,HELSINKI,56.95,24.1,60.1756,24.9341,361.9099885844809
RIX,RIGA,KBP,KIEV,56.95,24.1,50.4334,30.5166,837.9560754496297
RIX,RIGA,LGW,LONDON,56.95,24.1,51.5072,-0.1275,1676.0738052800389
RIX,RIGA,MSQ,MINSK,56.95,24.1,53.9,27.5666,403.4561073772255
RIX,RIGA,OSL,OSLO,56.95,24.1,59.9167,10.75,842.3252733484843
RIX,RIGA,PRG,PRAGUE,56.95,24.1,50.0833,14.466,992.4412379344913
RIX,RIGA,SVO,MOSCOW,56.95,24.1,55.7522,37.6155,841.8802693696861
RIX,RIGA,TLL,TALLINN,56.95,24.1,59.4339,24.728,278.6352848250194
RIX,RIGA,TXL,BERLIN,56.95,24.1,52.5218,13.4015,843.5750255087248
RIX,RIGA,VIE,VIENNA,56.95,24.1,48.2,16.3666,1102.8268364466728
RIX,RIGA,VNO,VILNIUS,56.95,24.1,54.6834,25.3166,263.23457434444435
RIX,RIGA,WAW,WARSAW,56.95,24.1,52.25,21.0,559.3195239322619
SVO,MOSCOW,RIX,RIGA,55.7522,37.6155,56.95,24.1,841.8802693696861
TLL,TALLINN,RIX,RIGA,59.4339,24.728,56.95,24.1,278.6352848250194
TXL,BERLIN,RIX,RIGA,52.5218,13.4015,56.95,24.1,843.5750255087248
VIE,VIENNA,RIX,RIGA,48.2,16.3666,56.95,24.1,1102.8268364466728
VNO,VILNIUS,BRU,BRUSSELS,54.6834,25.3166,50.8333,4.3333,1469.1178761542635
VNO,VILNIUS,RIX,RIGA,54.6834,25.3166,56.95,24.1,263.23457434444435
WAW,WARSAW,RIX,RIGA,52.25,21.0,56.95,24.1,559.3195239322619
DME,MOSCOW,FCO,ROME,55.7522,37.6155,41.896,12.4833,2376.314387865792
FCO,ROME,DME,MOSCOW,41.896,12.4833,55.7522,37.6155,2376.314387865792
FCO,ROME,TIA,TIRANA,41.896,12.4833,41.3275,19.8189,612.9302403909904
TIA,TIRANA,FCO,ROME,41.3275,19.8189,41.896,12.4833,612.9302403909904
ARN,STOCKHOLM,HEL,HELSINKI,59.3508,18.0973,60.1756,24.9341,393.4626154715215
HEL,HELSINKI,ARN,STOCKHOLM,60.1756,24.9341,59.3508,18.0973,393.4626154715215
AMS,AMSTERDAM,LHR,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
LHR,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
SXF,BERLIN,TFS,SOFIA,52.5218,13.4015,42.6833,23.3167,1320.0176710367787
TFS,SOFIA,SXF,BERLIN,42.6833,23.3167,52.5218,13.4015,1320.0176710367787
BTS,BRATISLAVA,PRG,PRAGUE,48.15,17.117,50.0833,14.466,288.8202987072081
AMS,AMSTERDAM,ARN,STOCKHOLM,52.35,4.9166,59.3508,18.0973,1128.9434095631216
AMS,AMSTERDAM,CPH,COPENHAGEN,52.35,4.9166,55.6786,12.5635,621.2079945037791
AMS,AMSTERDAM,OSL,OSLO,52.35,4.9166,59.9167,10.75,914.8994254225597
ARN,STOCKHOLM,AMS,AMSTERDAM,59.3508,18.0973,52.35,4.9166,1128.9434095631216
ARN,STOCKHOLM,ATH,ATHENS,59.3508,18.0973,37.9833,23.7333,2409.693630406002
ARN,STOCKHOLM,BUD,BUDAPEST,59.3508,18.0973,47.5,19.0833,1319.3299432063732
ARN,STOCKHOLM,CPH,COPENHAGEN,59.3508,18.0973,55.6786,12.5635,524.9556100672223
ARN,STOCKHOLM,FCO,ROME,59.3508,18.0973,41.896,12.4833,1979.177601360384
ARN,STOCKHOLM,HEL,HELSINKI,59.3508,18.0973,60.1756,24.9341,393.4626154715215
ARN,STOCKHOLM,LGW,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
ARN,STOCKHOLM,ORY,PARIS,59.3508,18.0973,48.8667,2.3333,1546.2341727792061
ARN,STOCKHOLM,OSL,OSLO,59.3508,18.0973,59.9167,10.75,417.5472160316673
ARN,STOCKHOLM,PRG,PRAGUE,59.3508,18.0973,50.0833,14.466,1056.163716770409
ARN,STOCKHOLM,RIX,RIGA,59.3508,18.0973,56.95,24.1,441.6813037537028
ARN,STOCKHOLM,SJJ,SARAJEVO,59.3508,18.0973,43.85,18.383,1723.7192696570903
ARN,STOCKHOLM,SXF,BERLIN,59.3508,18.0973,52.5218,13.4015,813.2331238329539
ARN,STOCKHOLM,VNO,VILNIUS,59.3508,18.0973,54.6834,25.3166,677.7109170819184
ATH,ATHENS,ARN,STOCKHOLM,37.9833,23.7333,59.3508,18.0973,2409.693630406002
ATH,ATHENS,CPH,COPENHAGEN,37.9833,23.7333,55.6786,12.5635,2137.0379547710695
ATH,ATHENS,HEL,HELSINKI,37.9833,23.7333,60.1756,24.9341,2469.1228080667515
ATH,ATHENS,OSL,OSLO,37.9833,23.7333,59.9167,10.75,2605.7465996467836
BTS,BRATISLAVA,OSL,OSLO,48.15,17.117,59.9167,10.75,1371.34990439399
BUD,BUDAPEST,ARN,STOCKHOLM,47.5,19.0833,59.3508,18.0973,1319.3299432063732
BUD,BUDAPEST,CPH,COPENHAGEN,47.5,19.0833,55.6786,12.5635,1013.8020683451797
BUD,BUDAPEST,HEL,HELSINKI,47.5,19.0833,60.1756,24.9341,1459.4115428381615
BUD,BUDAPEST,LGW,LONDON,47.5,19.0833,51.5072,-0.1275,1452.0479603813956
BUD,BUDAPEST,OSL,OSLO,47.5,19.0833,59.9167,10.75,1482.8955379830675
CPH,COPENHAGEN,AMS,AMSTERDAM,55.6786,12.5635,52.35,4.9166,621.2079945037791
CPH,COPENHAGEN,ARN,STOCKHOLM,55.6786,12.5635,59.3508,18.0973,524.9556100672223
CPH,COPENHAGEN,ATH,ATHENS,55.6786,12.5635,37.9833,23.7333,2137.0379547710695
CPH,COPENHAGEN,BUD,BUDAPEST,55.6786,12.5635,47.5,19.0833,1013.8020683451797
CPH,COPENHAGEN,DUB,DUBLIN,55.6786,12.5635,53.3331,-6.2489,1238.1349408535643
CPH,COPENHAGEN,FCO,ROME,55.6786,12.5635,41.896,12.4833,1532.5661911207985
CPH,COPENHAGEN,HEL,HELSINKI,55.6786,12.5635,60.1756,24.9341,883.0035238586202
CPH,COPENHAGEN,LGW,LONDON,55.6786,12.5635,51.5072,-0.1275,955.3922362927304
CPH,COPENHAGEN,MAD,MADRID,55.6786,12.5635,40.4,-3.6834,2073.4098959665853
CPH,COPENHAGEN,ORY,PARIS,55.6786,12.5635,48.8667,2.3333,1026.6470822490805
CPH,COPENHAGEN,OSL,OSLO,55.6786,12.5635,59.9167,10.75,483.30516869773044
CPH,COPENHAGEN,PRG,PRAGUE,55.6786,12.5635,50.0833,14.466,635.0672902906039
CPH,COPENHAGEN,RIX,RIGA,55.6786,12.5635,56.95,24.1,724.469834205094
CPH,COPENHAGEN,SXF,BERLIN,55.6786,12.5635,52.5218,13.4015,355.2399396172596
CPH,COPENHAGEN,ZAG,ZAGREB,55.6786,12.5635,45.8,16.0,1124.3953314502771
DUB,DUBLIN,CPH,COPENHAGEN,53.3331,-6.2489,55.6786,12.5635,1238.1349408535643
DUB,DUBLIN,HEL,HELSINKI,53.3331,-6.2489,60.1756,24.9341,2023.8503267718613
DUB,DUBLIN,OSL,OSLO,53.3331,-6.2489,59.9167,10.75,1265.7925253687547
FCO,ROME,ARN,STOCKHOLM,41.896,12.4833,59.3508,18.0973,1979.177601360384
FCO,ROME,CPH,COPENHAGEN,41.896,12.4833,55.6786,12.5635,1532.5661911207985
FCO,ROME,HEL,HELSINKI,41.896,12.4833,60.1756,24.9341,2202.602422038206
FCO,ROME,LGW,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
FCO,ROME,OSL,OSLO,41.896,12.4833,59.9167,10.75,2007.3232485320455
HEL,HELSINKI,ARN,STOCKHOLM,60.1756,24.9341,59.3508,18.0973,393.4626154715215
HEL,HELSINKI,ATH,ATHENS,60.1756,24.9341,37.9833,23.7333,2469.1228080667515
HEL,HELSINKI,BUD,BUDAPEST,60.1756,24.9341,47.5,19.0833,1459.4115428381615
HEL,HELSINKI,CPH,COPENHAGEN,60.1756,24.9341,55.6786,12.5635,883.0035238586202
HEL,HELSINKI,DUB,DUBLIN,60.1756,24.9341,53.3331,-6.2489,2023.8503267718613
HEL,HELSINKI,FCO,ROME,60.1756,24.9341,41.896,12.4833,2202.602422038206
HEL,HELSINKI,LGW,LONDON,60.1756,24.9341,51.5072,-0.1275,1820.898119067683
HEL,HELSINKI,ORY,PARIS,60.1756,24.9341,48.8667,2.3333,1908.6358673779876
HEL,HELSINKI,OSL,OSLO,60.1756,24.9341,59.9167,10.75,786.508826452716
HEL,HELSINKI,PRG,PRAGUE,60.1756,24.9341,50.0833,14.466,1301.2205032375336
KBP,KIEV,OSL,OSLO,50.4334,30.5166,59.9167,10.75,1628.206658873047
KEF,REYKJAVIK,OSL,OSLO,64.15,-21.95,59.9167,10.75,1747.147486866208
LGW,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
LGW,LONDON,BUD,BUDAPEST,51.5072,-0.1275,47.5,19.0833,1452.0479603813956
LGW,LONDON,CPH,COPENHAGEN,51.5072,-0.1275,55.6786,12.5635,955.3922362927304
LGW,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LGW,LONDON,HEL,HELSINKI,51.5072,-0.1275,60.1756,24.9341,1820.898119067683
LGW,LONDON,OSL,OSLO,51.5072,-0.1275,59.9167,10.75,1153.9172411758855
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LGW,LONDON,TRF,OSLO,51.5072,-0.1275,59.9167,10.75,1153.9172411758855
MAD,MADRID,CPH,COPENHAGEN,40.4,-3.6834,55.6786,12.5635,2073.4098959665853
ORY,PARIS,ARN,STOCKHOLM,48.8667,2.3333,59.3508,18.0973,1546.2341727792061
ORY,PARIS,CPH,COPENHAGEN,48.8667,2.3333,55.6786,12.5635,1026.6470822490805
ORY,PARIS,HEL,HELSINKI,48.8667,2.3333,60.1756,24.9341,1908.6358673779876
ORY,PARIS,OSL,OSLO,48.8667,2.3333,59.9167,10.75,1341.6320292993676
OSL,OSLO,AMS,AMSTERDAM,59.9167,10.75,52.35,4.9166,914.8994254225597
OSL,OSLO,ARN,STOCKHOLM,59.9167,10.75,59.3508,18.0973,417.5472160316673
OSL,OSLO,ATH,ATHENS,59.9167,10.75,37.9833,23.7333,2605.7465996467836
OSL,OSLO,BTS,BRATISLAVA,59.9167,10.75,48.15,17.117,1371.34990439399
OSL,OSLO,BUD,BUDAPEST,59.9167,10.75,47.5,19.0833,1482.8955379830675
OSL,OSLO,CPH,COPENHAGEN,59.9167,10.75,55.6786,12.5635,483.30516869773044
OSL,OSLO,DUB,DUBLIN,59.9167,10.75,53.3331,-6.2489,1265.7925253687547
OSL,OSLO,FCO,ROME,59.9167,10.75,41.896,12.4833,2007.3232485320455
OSL,OSLO,HEL,HELSINKI,59.9167,10.75,60.1756,24.9341,786.508826452716
OSL,OSLO,KBP,KIEV,59.9167,10.75,50.4334,30.5166,1628.206658873047
OSL,OSLO,KEF,REYKJAVIK,59.9167,10.75,64.15,-21.95,1747.147486866208
OSL,OSLO,LGW,LONDON,59.9167,10.75,51.5072,-0.1275,1153.9172411758855
OSL,OSLO,ORY,PARIS,59.9167,10.75,48.8667,2.3333,1341.6320292993676
OSL,OSLO,PRG,PRAGUE,59.9167,10.75,50.0833,14.466,1118.3692021476174
OSL,OSLO,RIX,RIGA,59.9167,10.75,56.95,24.1,842.3252733484843
OSL,OSLO,SXF,BERLIN,59.9167,10.75,52.5218,13.4015,838.2836554953195
OSL,OSLO,TFS,SOFIA,59.9167,10.75,42.6833,23.3167,2097.7868343917794
OSL,OSLO,TLL,TALLINN,59.9167,10.75,59.4339,24.728,785.1205106132865
OSL,OSLO,VIE,VIENNA,59.9167,10.75,48.2,16.3666,1352.2372474281347
OSL,OSLO,VNO,VILNIUS,59.9167,10.75,54.6834,25.3166,1047.3808595401326
OSL,OSLO,WAW,WARSAW,59.9167,10.75,52.25,21.0,1061.0613072029123
PRG,PRAGUE,ARN,STOCKHOLM,50.0833,14.466,59.3508,18.0973,1056.163716770409
PRG,PRAGUE,CPH,COPENHAGEN,50.0833,14.466,55.6786,12.5635,635.0672902906039
PRG,PRAGUE,HEL,HELSINKI,50.0833,14.466,60.1756,24.9341,1301.2205032375336
PRG,PRAGUE,OSL,OSLO,50.0833,14.466,59.9167,10.75,1118.3692021476174
RIX,RIGA,ARN,STOCKHOLM,56.95,24.1,59.3508,18.0973,441.6813037537028
RIX,RIGA,CPH,COPENHAGEN,56.95,24.1,55.6786,12.5635,724.469834205094
